m,TagName,
"2020-12-01 00:00:00","c#","5717"
"2020-12-01 00:00:00","c++","4440"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","534"
"2020-12-01 00:00:00","java","7783"
"2020-12-01 00:00:00","javascript","15960"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4776"
"2020-12-01 00:00:00","python","22106"
"2020-12-01 00:00:00","r","4335"
"2020-12-01 00:00:00","ruby","498"
"2020-12-01 00:00:00","swift","2091"
"2021-01-01 00:00:00","assembly","307"
"2021-01-01 00:00:00","c","2560"
"2021-01-01 00:00:00","c#","6173"
"2021-01-01 00:00:00","c++","4094"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","564"
"2021-01-01 00:00:00","java","8004"
"2021-01-01 00:00:00","javascript","16817"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4745"
"2021-01-01 00:00:00","python","22812"
"2021-01-01 00:00:00","r","4336"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2305"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2234"
"2021-02-01 00:00:00","c#","5783"
"2021-02-01 00:00:00","c++","4082"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","566"
"2021-02-01 00:00:00","java","7553"
"2021-02-01 00:00:00","javascript","15232"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4373"
"2021-02-01 00:00:00","python","21362"
"2021-02-01 00:00:00","r","4323"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2250"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2479"
"2021-03-01 00:00:00","c#","6372"
"2021-03-01 00:00:00","c++","4284"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","go","754"
"2021-03-01 00:00:00","java","8636"
"2021-03-01 00:00:00","javascript","16714"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4736"
"2021-03-01 00:00:00","python","23748"
"2021-03-01 00:00:00","r","5167"
"2021-03-01 00:00:00","ruby","496"
"2021-03-01 00:00:00","swift","2373"
"2021-04-01 00:00:00","assembly","319"
"2021-04-01 00:00:00","c","2291"
"2021-04-01 00:00:00","c#","5883"
"2021-04-01 00:00:00","c++","3922"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","623"
"2021-04-01 00:00:00","java","7892"
"2021-04-01 00:00:00","javascript","15812"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4299"
"2021-04-01 00:00:00","python","22355"
"2021-04-01 00:00:00","r","4791"
"2021-04-01 00:00:00","ruby","517"
"2021-04-01 00:00:00","swift","2109"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2079"
"2021-05-01 00:00:00","c#","5711"
"2021-05-01 00:00:00","c++","4171"
"2021-05-01 00:00:00","delphi","168"
"2021-05-01 00:00:00","go","642"
"2021-05-01 00:00:00","java","7925"
"2021-05-01 00:00:00","javascript","15765"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4250"
"2021-05-01 00:00:00","python","22329"
"2021-05-01 00:00:00","r","4662"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1853"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1862"
"2021-06-01 00:00:00","c#","5605"
"2021-06-01 00:00:00","c++","3808"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7561"
"2021-06-01 00:00:00","javascript","14954"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4069"
"2021-06-01 00:00:00","python","20827"
"2021-06-01 00:00:00","r","4275"
"2021-06-01 00:00:00","ruby","418"
"2021-06-01 00:00:00","swift","1783"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1616"
"2021-07-01 00:00:00","c#","5191"
"2021-07-01 00:00:00","c++","3481"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","602"
"2021-07-01 00:00:00","java","6929"
"2021-07-01 00:00:00","javascript","14715"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3884"
"2021-07-01 00:00:00","python","20515"
"2021-07-01 00:00:00","r","4043"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1956"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1529"
"2021-08-01 00:00:00","c#","5094"
"2021-08-01 00:00:00","c++","3232"
"2021-08-01 00:00:00","delphi","135"
"2021-08-01 00:00:00","go","744"
"2021-08-01 00:00:00","java","6730"
"2021-08-01 00:00:00","javascript","14580"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3856"
"2021-08-01 00:00:00","python","19768"
"2021-08-01 00:00:00","r","4033"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1885"
"2021-09-01 00:00:00","assembly","192"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5039"
"2021-09-01 00:00:00","c++","3577"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","617"
"2021-09-01 00:00:00","java","6586"
"2021-09-01 00:00:00","javascript","14377"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3688"
"2021-09-01 00:00:00","python","18951"
"2021-09-01 00:00:00","r","3896"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1616"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2088"
"2021-10-01 00:00:00","c#","5266"
"2021-10-01 00:00:00","c++","3699"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","698"
"2021-10-01 00:00:00","java","6538"
"2021-10-01 00:00:00","javascript","13780"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3578"
"2021-10-01 00:00:00","python","19732"
"2021-10-01 00:00:00","r","4170"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1561"
"2021-11-01 00:00:00","assembly","285"
"2021-11-01 00:00:00","c","2200"
"2021-11-01 00:00:00","c#","5575"
"2021-11-01 00:00:00","c++","3796"
"2021-11-01 00:00:00","delphi","139"
"2021-11-01 00:00:00","go","649"
"2021-11-01 00:00:00","java","6885"
"2021-11-01 00:00:00","javascript","13424"
"2021-11-01 00:00:00","perl","77"
"2021-11-01 00:00:00","php","3476"
"2021-11-01 00:00:00","python","19983"
"2021-11-01 00:00:00","r","4025"
"2021-11-01 00:00:00","ruby","392"
"2021-11-01 00:00:00","swift","1529"
"2021-12-01 00:00:00","assembly","265"
"2021-12-01 00:00:00","c","2093"
"2021-12-01 00:00:00","c#","5006"
"2021-12-01 00:00:00","c++","3552"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","720"
"2021-12-01 00:00:00","java","6163"
"2021-12-01 00:00:00","javascript","13027"
"2021-12-01 00:00:00","perl","101"
"2021-12-01 00:00:00","php","3228"
"2021-12-01 00:00:00","python","18960"
"2021-12-01 00:00:00","r","3537"
"2021-12-01 00:00:00","ruby","372"
"2021-12-01 00:00:00","swift","1416"
"2022-01-01 00:00:00","assembly","228"
"2022-01-01 00:00:00","c","1949"
"2022-01-01 00:00:00","c#","5250"
"2022-01-01 00:00:00","c++","3596"
"2022-01-01 00:00:00","delphi","134"
"2022-01-01 00:00:00","go","739"
"2022-01-01 00:00:00","java","6415"
"2022-01-01 00:00:00","javascript","13910"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3373"
"2022-01-01 00:00:00","python","19636"
"2022-01-01 00:00:00","r","3842"
"2022-01-01 00:00:00","ruby","442"
"2022-01-01 00:00:00","swift","1725"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1672"
"2022-02-01 00:00:00","c#","5077"
"2022-02-01 00:00:00","c++","3183"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","642"
"2022-02-01 00:00:00","java","5903"
"2022-02-01 00:00:00","javascript","12775"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3111"
"2022-02-01 00:00:00","python","19205"
"2022-02-01 00:00:00","r","3908"
"2022-02-01 00:00:00","ruby","404"
"2022-02-01 00:00:00","swift","1598"
"2022-03-01 00:00:00","assembly","233"
"2022-03-01 00:00:00","c","1943"
"2022-03-01 00:00:00","c#","5662"
"2022-03-01 00:00:00","c++","3493"
"2022-03-01 00:00:00","delphi","120"
"2022-03-01 00:00:00","go","758"
"2022-03-01 00:00:00","java","6558"
"2022-03-01 00:00:00","javascript","13558"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3125"
"2022-03-01 00:00:00","python","20678"
"2022-03-01 00:00:00","r","4479"
"2022-03-01 00:00:00","ruby","444"
"2022-03-01 00:00:00","swift","1736"
"2022-04-01 00:00:00","assembly","246"
"2022-04-01 00:00:00","c","1736"
"2022-04-01 00:00:00","c#","5188"
"2022-04-01 00:00:00","c++","3466"
"2022-04-01 00:00:00","delphi","113"
"2022-04-01 00:00:00","go","712"
"2022-04-01 00:00:00","java","6345"
"2022-04-01 00:00:00","javascript","13450"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3177"
"2022-04-01 00:00:00","python","19808"
"2022-04-01 00:00:00","r","4173"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1447"
"2022-05-01 00:00:00","assembly","257"
"2022-05-01 00:00:00","c","1764"
"2022-05-01 00:00:00","c#","5490"
"2022-05-01 00:00:00","c++","3520"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","607"
"2022-05-01 00:00:00","java","6459"
"2022-05-01 00:00:00","javascript","13291"
"2022-05-01 00:00:00","perl","91"
"2022-05-01 00:00:00","php","3364"
"2022-05-01 00:00:00","python","19377"
"2022-05-01 00:00:00","r","4133"
"2022-05-01 00:00:00","ruby","436"
"2022-05-01 00:00:00","swift","1457"
"2022-06-01 00:00:00","assembly","238"
"2022-06-01 00:00:00","c","1559"
"2022-06-01 00:00:00","c#","5299"
"2022-06-01 00:00:00","c++","3073"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","675"
"2022-06-01 00:00:00","java","5696"
"2022-06-01 00:00:00","javascript","12598"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3195"
"2022-06-01 00:00:00","python","18728"
"2022-06-01 00:00:00","r","3887"
"2022-06-01 00:00:00","ruby","425"
"2022-06-01 00:00:00","swift","1510"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1382"
"2022-07-01 00:00:00","c#","5220"
"2022-07-01 00:00:00","c++","2985"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","681"
"2022-07-01 00:00:00","java","5400"
"2022-07-01 00:00:00","javascript","12735"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3093"
"2022-07-01 00:00:00","python","18999"
"2022-07-01 00:00:00","r","3663"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1466"
"2022-08-01 00:00:00","assembly","163"
"2022-08-01 00:00:00","c","1432"
"2022-08-01 00:00:00","c#","5479"
"2022-08-01 00:00:00","c++","2948"
"2022-08-01 00:00:00","delphi","116"
"2022-08-01 00:00:00","go","789"
"2022-08-01 00:00:00","java","5296"
"2022-08-01 00:00:00","javascript","13046"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3113"
"2022-08-01 00:00:00","python","18640"
"2022-08-01 00:00:00","r","3783"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1480"
"2022-09-01 00:00:00","assembly","173"
"2022-09-01 00:00:00","c","1549"
"2022-09-01 00:00:00","c#","4987"
"2022-09-01 00:00:00","c++","2772"
"2022-09-01 00:00:00","delphi","133"
"2022-09-01 00:00:00","go","786"
"2022-09-01 00:00:00","java","5035"
"2022-09-01 00:00:00","javascript","11873"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2828"
"2022-09-01 00:00:00","python","17047"
"2022-09-01 00:00:00","r","3536"
"2022-09-01 00:00:00","ruby","399"
"2022-09-01 00:00:00","swift","1489"
"2022-10-01 00:00:00","assembly","226"
"2022-10-01 00:00:00","c","1889"
"2022-10-01 00:00:00","c#","5032"
"2022-10-01 00:00:00","c++","2923"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","684"
"2022-10-01 00:00:00","java","5282"
"2022-10-01 00:00:00","javascript","11633"
"2022-10-01 00:00:00","perl","81"
"2022-10-01 00:00:00","php","2762"
"2022-10-01 00:00:00","python","18490"
"2022-10-01 00:00:00","r","3913"
"2022-10-01 00:00:00","ruby","373"
"2022-10-01 00:00:00","swift","1326"
"2022-11-01 00:00:00","assembly","270"
"2022-11-01 00:00:00","c","2004"
"2022-11-01 00:00:00","c#","5172"
"2022-11-01 00:00:00","c++","2961"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","695"
"2022-11-01 00:00:00","java","5405"
"2022-11-01 00:00:00","javascript","11730"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2785"
"2022-11-01 00:00:00","python","18829"
"2022-11-01 00:00:00","r","4001"
"2022-11-01 00:00:00","ruby","413"
"2022-11-01 00:00:00","swift","1433"
"2022-12-01 00:00:00","assembly","261"
"2022-12-01 00:00:00","c","1725"
"2022-12-01 00:00:00","c#","4662"
"2022-12-01 00:00:00","c++","2609"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","599"
"2022-12-01 00:00:00","java","4798"
"2022-12-01 00:00:00","javascript","10277"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2368"
"2022-12-01 00:00:00","python","15856"
"2022-12-01 00:00:00","r","3208"
"2022-12-01 00:00:00","ruby","344"
"2022-12-01 00:00:00","swift","1229"
"2023-01-01 00:00:00","assembly","230"
"2023-01-01 00:00:00","c","1440"
"2023-01-01 00:00:00","c#","4703"
"2023-01-01 00:00:00","c++","2411"
"2023-01-01 00:00:00","delphi","108"
"2023-01-01 00:00:00","go","688"
"2023-01-01 00:00:00","java","4694"
"2023-01-01 00:00:00","javascript","10050"
"2023-01-01 00:00:00","perl","72"
"2023-01-01 00:00:00","php","2535"
"2023-01-01 00:00:00","python","15015"
"2023-01-01 00:00:00","r","3255"
"2023-01-01 00:00:00","ruby","327"
"2023-01-01 00:00:00","swift","1206"
"2023-02-01 00:00:00","assembly","172"
"2023-02-01 00:00:00","c","1231"
"2023-02-01 00:00:00","c#","4122"
"2023-02-01 00:00:00","c++","2039"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","621"
"2023-02-01 00:00:00","java","4094"
"2023-02-01 00:00:00","javascript","8497"
"2023-02-01 00:00:00","perl","78"
"2023-02-01 00:00:00","php","2013"
"2023-02-01 00:00:00","python","13041"
"2023-02-01 00:00:00","r","3270"
"2023-02-01 00:00:00","ruby","316"
"2023-02-01 00:00:00","swift","1063"
"2023-03-01 00:00:00","assembly","160"
"2023-03-01 00:00:00","c","1180"
"2023-03-01 00:00:00","c#","4239"
"2023-03-01 00:00:00","c++","2332"
"2023-03-01 00:00:00","delphi","124"
"2023-03-01 00:00:00","go","599"
"2023-03-01 00:00:00","java","4465"
"2023-03-01 00:00:00","javascript","8520"
"2023-03-01 00:00:00","perl","94"
"2023-03-01 00:00:00","php","1880"
"2023-03-01 00:00:00","python","12788"
"2023-03-01 00:00:00","r","3296"
"2023-03-01 00:00:00","ruby","265"
"2023-03-01 00:00:00","swift","1131"
"2023-04-01 00:00:00","assembly","181"
"2023-04-01 00:00:00","c","1099"
"2023-04-01 00:00:00","c#","3313"
"2023-04-01 00:00:00","c++","1773"
"2023-04-01 00:00:00","delphi","115"
"2023-04-01 00:00:00","go","484"
"2023-04-01 00:00:00","java","3588"
"2023-04-01 00:00:00","javascript","6597"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1591"
"2023-04-01 00:00:00","python","10098"
"2023-04-01 00:00:00","r","2597"
"2023-04-01 00:00:00","ruby","199"
"2023-04-01 00:00:00","swift","894"
"2023-05-01 00:00:00","assembly","161"
"2023-05-01 00:00:00","c","980"
"2023-05-01 00:00:00","c#","3242"
"2023-05-01 00:00:00","c++","1633"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","391"
"2023-05-01 00:00:00","java","3311"
"2023-05-01 00:00:00","javascript","6167"
"2023-05-01 00:00:00","perl","53"
"2023-05-01 00:00:00","php","1630"
"2023-05-01 00:00:00","python","9569"
"2023-05-01 00:00:00","r","2371"
"2023-05-01 00:00:00","ruby","223"
"2023-05-01 00:00:00","swift","808"
"2023-06-01 00:00:00","assembly","142"
"2023-06-01 00:00:00","c","817"
"2023-06-01 00:00:00","c#","3259"
"2023-06-01 00:00:00","c++","1654"
"2023-06-01 00:00:00","delphi","107"
"2023-06-01 00:00:00","go","499"
"2023-06-01 00:00:00","java","3352"
"2023-06-01 00:00:00","javascript","5914"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1569"
"2023-06-01 00:00:00","python","9108"
"2023-06-01 00:00:00","r","2211"
"2023-06-01 00:00:00","ruby","192"
"2023-06-01 00:00:00","swift","938"
"2023-07-01 00:00:00","assembly","150"
"2023-07-01 00:00:00","c","871"
"2023-07-01 00:00:00","c#","3483"
"2023-07-01 00:00:00","c++","1739"
"2023-07-01 00:00:00","delphi","95"
"2023-07-01 00:00:00","go","502"
"2023-07-01 00:00:00","java","3413"
"2023-07-01 00:00:00","javascript","6451"
"2023-07-01 00:00:00","perl","67"
"2023-07-01 00:00:00","php","1534"
"2023-07-01 00:00:00","python","9677"
"2023-07-01 00:00:00","r","2120"
"2023-07-01 00:00:00","ruby","206"
"2023-07-01 00:00:00","swift","1005"
"2023-08-01 00:00:00","assembly","143"
"2023-08-01 00:00:00","c","853"
"2023-08-01 00:00:00","c#","3621"
"2023-08-01 00:00:00","c++","1651"
"2023-08-01 00:00:00","delphi","106"
"2023-08-01 00:00:00","go","488"
"2023-08-01 00:00:00","java","3786"
"2023-08-01 00:00:00","javascript","6695"
"2023-08-01 00:00:00","perl","49"
"2023-08-01 00:00:00","php","1743"
"2023-08-01 00:00:00","python","10144"
"2023-08-01 00:00:00","r","2348"
"2023-08-01 00:00:00","ruby","201"
"2023-08-01 00:00:00","swift","959"
"2023-09-01 00:00:00","assembly","155"
"2023-09-01 00:00:00","c","860"
"2023-09-01 00:00:00","c#","3026"
"2023-09-01 00:00:00","c++","1472"
"2023-09-01 00:00:00","delphi","105"
"2023-09-01 00:00:00","go","422"
"2023-09-01 00:00:00","java","3300"
"2023-09-01 00:00:00","javascript","5638"
"2023-09-01 00:00:00","perl","60"
"2023-09-01 00:00:00","php","1654"
"2023-09-01 00:00:00","python","8555"
"2023-09-01 00:00:00","r","2020"
"2023-09-01 00:00:00","ruby","190"
"2023-09-01 00:00:00","swift","854"
"2023-10-01 00:00:00","assembly","171"
"2023-10-01 00:00:00","c","957"
"2023-10-01 00:00:00","c#","3130"
"2023-10-01 00:00:00","c++","1691"
"2023-10-01 00:00:00","delphi","164"
"2023-10-01 00:00:00","go","415"
"2023-10-01 00:00:00","java","3356"
"2023-10-01 00:00:00","javascript","5349"
"2023-10-01 00:00:00","perl","53"
"2023-10-01 00:00:00","php","1483"
"2023-10-01 00:00:00","python","8857"
"2023-10-01 00:00:00","r","2044"
"2023-10-01 00:00:00","ruby","191"
"2023-10-01 00:00:00","swift","884"
"2023-11-01 00:00:00","assembly","171"
"2023-11-01 00:00:00","c","950"
"2023-11-01 00:00:00","c#","3088"
"2023-11-01 00:00:00","c++","1453"
"2023-11-01 00:00:00","delphi","103"
"2023-11-01 00:00:00","go","404"
"2023-11-01 00:00:00","java","3254"
"2023-11-01 00:00:00","javascript","5128"
"2023-11-01 00:00:00","perl","44"
"2023-11-01 00:00:00","php","1390"
"2023-11-01 00:00:00","python","8387"
"2023-11-01 00:00:00","r","1983"
"2023-11-01 00:00:00","ruby","151"
"2023-11-01 00:00:00","swift","861"
"2023-12-01 00:00:00","assembly","180"
"2023-12-01 00:00:00","c","860"
"2023-12-01 00:00:00","c#","2626"
"2023-12-01 00:00:00","c++","1411"
"2023-12-01 00:00:00","delphi","75"
"2023-12-01 00:00:00","go","323"
"2023-12-01 00:00:00","java","2514"
"2023-12-01 00:00:00","javascript","4721"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","1203"
"2023-12-01 00:00:00","python","6949"
"2023-12-01 00:00:00","r","1597"
"2023-12-01 00:00:00","ruby","153"
"2023-12-01 00:00:00","swift","735"
"2024-01-01 00:00:00","assembly","176"
"2024-01-01 00:00:00","c","817"
"2024-01-01 00:00:00","c#","2666"
"2024-01-01 00:00:00","c++","1567"
"2024-01-01 00:00:00","delphi","88"
"2024-01-01 00:00:00","go","340"
"2024-01-01 00:00:00","java","2850"
"2024-01-01 00:00:00","javascript","5078"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1380"
"2024-01-01 00:00:00","python","7698"
"2024-01-01 00:00:00","r","1795"
"2024-01-01 00:00:00","ruby","162"
"2024-01-01 00:00:00","swift","858"
"2024-02-01 00:00:00","assembly","132"
"2024-02-01 00:00:00","c","762"
"2024-02-01 00:00:00","c#","2684"
"2024-02-01 00:00:00","c++","1433"
"2024-02-01 00:00:00","delphi","110"
"2024-02-01 00:00:00","go","304"
"2024-02-01 00:00:00","java","2762"
"2024-02-01 00:00:00","javascript","4715"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1297"
"2024-02-01 00:00:00","python","7778"
"2024-02-01 00:00:00","r","1821"
"2024-02-01 00:00:00","ruby","157"
"2024-02-01 00:00:00","swift","667"
"2024-03-01 00:00:00","assembly","139"
"2024-03-01 00:00:00","c","734"
"2024-03-01 00:00:00","c#","2582"
"2024-03-01 00:00:00","c++","1334"
"2024-03-01 00:00:00","delphi","98"
"2024-03-01 00:00:00","go","324"
"2024-03-01 00:00:00","java","2817"
"2024-03-01 00:00:00","javascript","4709"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1363"
"2024-03-01 00:00:00","python","7365"
"2024-03-01 00:00:00","r","1686"
"2024-03-01 00:00:00","ruby","139"
"2024-03-01 00:00:00","swift","721"
"2024-04-01 00:00:00","assembly","184"
"2024-04-01 00:00:00","c","735"
"2024-04-01 00:00:00","c#","2725"
"2024-04-01 00:00:00","c++","1307"
"2024-04-01 00:00:00","delphi","106"
"2024-04-01 00:00:00","go","302"
"2024-04-01 00:00:00","java","2571"
"2024-04-01 00:00:00","javascript","4244"
"2024-04-01 00:00:00","perl","26"
"2024-04-01 00:00:00","php","1176"
"2024-04-01 00:00:00","python","7331"
"2024-04-01 00:00:00","r","1532"
"2024-04-01 00:00:00","ruby","114"
"2024-04-01 00:00:00","swift","687"
"2024-05-01 00:00:00","assembly","178"
"2024-05-01 00:00:00","c","664"
"2024-05-01 00:00:00","c#","2483"
"2024-05-01 00:00:00","c++","1428"
"2024-05-01 00:00:00","delphi","101"
"2024-05-01 00:00:00","go","270"
"2024-05-01 00:00:00","java","2264"
"2024-05-01 00:00:00","javascript","3991"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","1149"
"2024-05-01 00:00:00","python","6889"
"2024-05-01 00:00:00","r","1377"
"2024-05-01 00:00:00","ruby","117"
"2024-05-01 00:00:00","swift","615"
"2024-06-01 00:00:00","assembly","91"
"2024-06-01 00:00:00","c","543"
"2024-06-01 00:00:00","c#","1996"
"2024-06-01 00:00:00","c++","1127"
"2024-06-01 00:00:00","delphi","70"
"2024-06-01 00:00:00","go","231"
"2024-06-01 00:00:00","java","1826"
"2024-06-01 00:00:00","javascript","3118"
"2024-06-01 00:00:00","perl","30"
"2024-06-01 00:00:00","php","997"
"2024-06-01 00:00:00","python","5276"
"2024-06-01 00:00:00","r","1118"
"2024-06-01 00:00:00","ruby","112"
"2024-06-01 00:00:00","swift","602"
